Shipment ID,Origin,Destination,Status,Estimated Arrival Time
2822,Chicago,Los Angeles,In Transit,2024-08-16 22:40:55.774424
2823,Houston,Chicago,Delivered,2024-08-16 21:40:55.774428
2824,Houston,Los Angeles,Delivered,2024-08-16 15:40:55.774432
2825,Phoenix,Phoenix,Delivered,2024-08-16 16:40:55.774436
2826,Chicago,Houston,Delivered,2024-08-16 11:40:55.774441
2827,Chicago,Los Angeles,Delayed,2024-08-16 11:40:55.774445
2828,Phoenix,New York,Delivered,2024-08-16 17:40:55.774449
2829,Chicago,Houston,In Transit,2024-08-16 17:40:55.774453
2830,Chicago,Houston,In Transit,2024-08-16 20:40:55.774457
2831,Phoenix,New York,Delivered,2024-08-16 16:40:55.774462
2832,Phoenix,Chicago,Delayed,2024-08-16 16:40:55.774466
2833,Phoenix,New York,Delayed,2024-08-16 08:40:55.774470
2834,Los Angeles,Houston,Delayed,2024-08-16 18:40:55.774474
2835,Houston,Chicago,Delayed,2024-08-16 20:40:55.774478
2836,Phoenix,Chicago,Delivered,2024-08-16 08:40:55.774483
2837,Los Angeles,Phoenix,Delayed,2024-08-16 03:40:55.774487
2838,Houston,New York,Delayed,2024-08-16 19:40:55.774491
2839,Phoenix,Houston,Delivered,2024-08-16 02:40:55.774495
2840,Chicago,Los Angeles,In Transit,2024-08-16 19:40:55.774499
2841,Chicago,Phoenix,Delivered,2024-08-16 22:40:55.774504
2842,Houston,Los Angeles,In Transit,2024-08-16 03:40:55.774508
2843,New York,Chicago,Delivered,2024-08-16 13:40:55.774512
2844,Houston,Houston,Delayed,2024-08-16 02:40:55.774516
2845,Los Angeles,Houston,Delayed,2024-08-16 12:40:55.774521
2846,Chicago,New York,Delayed,2024-08-16 05:40:55.774525
2847,Chicago,Houston,In Transit,2024-08-16 14:40:55.774529
2848,Phoenix,Houston,In Transit,2024-08-16 06:40:55.774533
2849,Los Angeles,New York,Delivered,2024-08-16 11:40:55.774537
2850,New York,New York,In Transit,2024-08-16 19:40:55.774541
2851,Los Angeles,Houston,Delivered,2024-08-16 16:40:55.774545
2852,Los Angeles,Houston,Delivered,2024-08-16 22:40:55.774550
2853,Los Angeles,Phoenix,In Transit,2024-08-16 12:40:55.774554
2854,Los Angeles,Los Angeles,Delivered,2024-08-16 16:40:55.774558
2855,New York,Phoenix,Delayed,2024-08-17 00:40:55.774562
2856,Los Angeles,Phoenix,In Transit,2024-08-16 06:40:55.774566
2857,New York,Chicago,Delayed,2024-08-16 20:40:55.774571
2858,Houston,Houston,Delivered,2024-08-16 22:40:55.774575
2859,Los Angeles,Phoenix,In Transit,2024-08-16 12:40:55.774579
2860,Phoenix,Houston,Delayed,2024-08-16 20:40:55.774583
2861,New York,Phoenix,Delivered,2024-08-16 13:40:55.774588
2862,New York,Chicago,In Transit,2024-08-16 23:40:55.774593
2863,Los Angeles,Houston,In Transit,2024-08-16 04:40:55.774597
2864,Phoenix,Los Angeles,Delayed,2024-08-16 13:40:55.774601
2865,Phoenix,Chicago,Delayed,2024-08-16 11:40:55.774605
2866,Los Angeles,New York,Delivered,2024-08-17 00:40:55.774610
2867,Phoenix,Los Angeles,Delivered,2024-08-16 23:40:55.774614
2868,New York,Phoenix,In Transit,2024-08-16 13:40:55.774618
2869,Los Angeles,Houston,In Transit,2024-08-16 10:40:55.774622
2870,Los Angeles,Houston,Delivered,2024-08-16 14:40:55.774627
2871,Los Angeles,Los Angeles,Delayed,2024-08-16 10:40:55.774631
2872,Houston,New York,Delayed,2024-08-16 18:40:55.774637
2873,Los Angeles,Houston,In Transit,2024-08-16 19:40:55.774641
2874,Chicago,New York,In Transit,2024-08-16 17:40:55.774645
2875,Chicago,New York,Delayed,2024-08-16 09:40:55.774649
2876,New York,Chicago,Delivered,2024-08-16 12:40:55.774654
2877,Houston,Los Angeles,In Transit,2024-08-16 23:40:55.774658
2878,Houston,Los Angeles,In Transit,2024-08-16 20:40:55.774662
2879,Phoenix,Los Angeles,In Transit,2024-08-16 10:40:55.774666
2880,Los Angeles,Phoenix,In Transit,2024-08-16 10:40:55.774671
2881,Chicago,Los Angeles,In Transit,2024-08-16 12:40:55.774675
2882,Houston,Houston,In Transit,2024-08-16 09:40:55.774679
2883,Chicago,Houston,Delayed,2024-08-16 05:40:55.774683
2884,Chicago,Los Angeles,Delayed,2024-08-17 00:40:55.774687
2885,Los Angeles,Houston,Delivered,2024-08-16 14:40:55.774692
2886,Chicago,Chicago,Delayed,2024-08-16 18:40:55.774696
2887,New York,Phoenix,Delayed,2024-08-16 23:40:55.774700
2888,New York,Phoenix,Delivered,2024-08-16 02:40:55.774705
2889,Houston,New York,In Transit,2024-08-16 11:40:55.774709
2890,Houston,New York,Delayed,2024-08-16 19:40:55.774714
2891,Phoenix,Phoenix,Delayed,2024-08-16 10:40:55.774718
2892,Chicago,Los Angeles,Delivered,2024-08-16 21:40:55.774722
2893,Houston,Los Angeles,Delivered,2024-08-17 00:40:55.774726
2894,Los Angeles,Chicago,Delayed,2024-08-16 13:40:55.774730
2895,Houston,Phoenix,In Transit,2024-08-16 11:40:55.774735
2896,New York,Houston,In Transit,2024-08-16 22:40:55.774739
2897,Chicago,Houston,Delivered,2024-08-16 02:40:55.774743
2898,New York,New York,Delivered,2024-08-16 16:40:55.774747
2899,Houston,Phoenix,In Transit,2024-08-16 21:40:55.774751
2900,Houston,New York,Delayed,2024-08-16 21:40:55.774756
2901,New York,Chicago,Delayed,2024-08-16 23:40:55.774760
2902,Phoenix,New York,Delivered,2024-08-16 08:40:55.774764
2903,Phoenix,Chicago,Delayed,2024-08-16 02:40:55.774768
2904,Houston,Phoenix,In Transit,2024-08-16 07:40:55.774772
2905,Phoenix,Chicago,Delayed,2024-08-16 17:40:55.774776
2906,New York,New York,Delivered,2024-08-16 22:40:55.774781
2907,Chicago,Phoenix,Delivered,2024-08-16 17:40:55.774785
2908,Houston,New York,Delivered,2024-08-16 11:40:55.774789
2909,Los Angeles,Houston,Delayed,2024-08-16 18:40:55.774793
2910,Phoenix,Los Angeles,In Transit,2024-08-16 20:40:55.774797
2911,Phoenix,Chicago,Delayed,2024-08-16 12:40:55.774801
2912,Los Angeles,Chicago,Delayed,2024-08-16 22:40:55.774805
2913,Los Angeles,Los Angeles,Delivered,2024-08-16 23:40:55.774810
2914,New York,Chicago,Delayed,2024-08-16 03:40:55.774814
2915,New York,Chicago,Delayed,2024-08-16 02:40:55.774818
2916,Phoenix,Houston,Delivered,2024-08-16 09:40:55.774822
2917,Chicago,Phoenix,Delivered,2024-08-16 08:40:55.774826
2918,New York,Chicago,In Transit,2024-08-16 05:40:55.774831
2919,New York,Houston,Delayed,2024-08-16 03:40:55.774835
2920,Houston,Chicago,In Transit,2024-08-16 20:40:55.774839
2921,Houston,Phoenix,Delivered,2024-08-17 00:40:55.774843
2922,New York,Houston,Delayed,2024-08-16 02:40:55.774847
2923,Chicago,Chicago,In Transit,2024-08-16 23:40:55.774851
2924,Phoenix,Houston,Delayed,2024-08-16 22:40:55.774856
2925,Los Angeles,Los Angeles,Delayed,2024-08-16 02:40:55.774860
2926,New York,Chicago,Delivered,2024-08-16 23:40:55.774864
2927,Chicago,New York,Delayed,2024-08-16 10:40:55.774868
2928,Chicago,Phoenix,In Transit,2024-08-16 16:40:55.774872
2929,Chicago,Chicago,Delivered,2024-08-16 08:40:55.774877
2930,New York,Chicago,Delayed,2024-08-16 20:40:55.774881
2931,New York,New York,In Transit,2024-08-16 04:40:55.774885
2932,Chicago,Houston,Delayed,2024-08-16 05:40:55.774889
2933,Chicago,Phoenix,Delayed,2024-08-17 00:40:55.774893
2934,New York,New York,In Transit,2024-08-16 20:40:55.774897
2935,Phoenix,Phoenix,In Transit,2024-08-16 16:40:55.774902
2936,New York,Chicago,Delivered,2024-08-16 20:40:55.774906
2937,Houston,Phoenix,Delivered,2024-08-16 09:40:55.774910
2938,Chicago,Houston,Delayed,2024-08-16 08:40:55.774914
2939,Phoenix,Los Angeles,Delivered,2024-08-16 02:40:55.774918
2940,Los Angeles,Phoenix,Delayed,2024-08-16 10:40:55.774923
2941,New York,Los Angeles,Delivered,2024-08-16 18:40:55.774927
2942,Chicago,Houston,Delayed,2024-08-16 13:40:55.774931
2943,New York,New York,Delivered,2024-08-16 18:40:55.774935
2944,Los Angeles,Phoenix,Delivered,2024-08-16 11:40:55.774940
2945,New York,Phoenix,Delayed,2024-08-16 11:40:55.774944
2946,Phoenix,Phoenix,In Transit,2024-08-16 06:40:55.774948
2947,Los Angeles,Phoenix,Delivered,2024-08-16 09:40:55.774952
2948,Houston,Los Angeles,Delayed,2024-08-16 09:40:55.774956
2949,Houston,Houston,Delayed,2024-08-16 09:40:55.774961
2950,Chicago,Los Angeles,Delayed,2024-08-16 02:40:55.774965
2951,Houston,Chicago,In Transit,2024-08-16 16:40:55.774969
2952,New York,Chicago,In Transit,2024-08-16 16:40:55.774973
2953,Phoenix,New York,Delivered,2024-08-16 05:40:55.774977
2954,Houston,New York,Delayed,2024-08-16 14:40:55.774982
2955,Chicago,Phoenix,In Transit,2024-08-16 20:40:55.774986
2956,New York,Chicago,In Transit,2024-08-16 12:40:55.774991
2957,Chicago,Los Angeles,In Transit,2024-08-16 06:40:55.774996
2958,Chicago,Houston,In Transit,2024-08-16 16:40:55.775000
2959,Phoenix,Chicago,Delayed,2024-08-16 07:40:55.775004
2960,Phoenix,Chicago,Delivered,2024-08-16 17:40:55.775008
2961,Chicago,Los Angeles,In Transit,2024-08-16 23:40:55.775013
2962,Chicago,Chicago,Delivered,2024-08-16 20:40:55.775017
2963,Houston,Los Angeles,In Transit,2024-08-16 15:40:55.775021
2964,Houston,Los Angeles,In Transit,2024-08-16 22:40:55.775025
2965,Los Angeles,Los Angeles,Delivered,2024-08-16 10:40:55.775029
2966,Phoenix,Los Angeles,Delivered,2024-08-16 18:40:55.775034
2967,Houston,Chicago,Delayed,2024-08-16 18:40:55.775038
2968,Chicago,Chicago,Delayed,2024-08-16 19:40:55.775042
2969,Houston,Houston,Delayed,2024-08-16 14:40:55.775046
2970,Los Angeles,New York,Delayed,2024-08-16 22:40:55.775050
2971,Houston,Houston,Delivered,2024-08-16 11:40:55.775054
2972,Chicago,Los Angeles,Delivered,2024-08-16 12:40:55.775059
2973,Houston,Phoenix,In Transit,2024-08-16 16:40:55.775063
2974,Houston,Houston,Delivered,2024-08-16 03:40:55.775067
2975,Phoenix,Phoenix,In Transit,2024-08-16 21:40:55.775072
2976,Phoenix,Phoenix,Delayed,2024-08-16 10:40:55.775076
2977,Los Angeles,Chicago,In Transit,2024-08-16 10:40:55.775080
2978,Los Angeles,Los Angeles,Delayed,2024-08-16 05:40:55.775084
2979,Houston,New York,In Transit,2024-08-16 07:40:55.775088
2980,Phoenix,New York,Delayed,2024-08-16 14:40:55.775092
2981,Phoenix,New York,Delivered,2024-08-16 04:40:55.775097
2982,Houston,New York,Delayed,2024-08-16 14:40:55.775101
2983,Phoenix,New York,Delayed,2024-08-16 21:40:55.775105
2984,New York,Phoenix,In Transit,2024-08-16 17:40:55.775109
2985,Chicago,Phoenix,Delivered,2024-08-16 10:40:55.775113
2986,New York,Phoenix,In Transit,2024-08-16 18:40:55.775117
2987,New York,Los Angeles,Delivered,2024-08-16 07:40:55.775121
2988,New York,Houston,Delivered,2024-08-16 10:40:55.775126
2989,Phoenix,Chicago,Delayed,2024-08-16 02:40:55.775130
2990,Houston,Phoenix,Delayed,2024-08-16 13:40:55.775134
2991,Los Angeles,Los Angeles,Delayed,2024-08-16 18:40:55.775138
2992,Chicago,Los Angeles,In Transit,2024-08-16 18:40:55.775142
2993,Chicago,Chicago,In Transit,2024-08-16 23:40:55.775146
2994,New York,New York,Delivered,2024-08-16 07:40:55.775151
2995,Los Angeles,Los Angeles,In Transit,2024-08-16 12:40:55.775155
2996,Houston,Houston,Delayed,2024-08-16 16:40:55.775159
2997,Los Angeles,Houston,In Transit,2024-08-16 13:40:55.775163
2998,Los Angeles,Houston,In Transit,2024-08-16 14:40:55.775167
2999,Chicago,Los Angeles,Delivered,2024-08-16 09:40:55.775172
3000,Phoenix,Los Angeles,Delayed,2024-08-16 09:40:55.775176
3001,New York,Los Angeles,In Transit,2024-08-16 10:40:55.775180
3002,Phoenix,Los Angeles,In Transit,2024-08-16 18:40:55.775184
3003,Chicago,Houston,Delivered,2024-08-16 09:40:55.775188
3004,Los Angeles,Chicago,Delivered,2024-08-16 17:40:55.775192
3005,New York,Chicago,Delivered,2024-08-16 04:40:55.775196
3006,Houston,Los Angeles,Delayed,2024-08-16 22:40:55.775201
3007,Houston,Houston,Delivered,2024-08-16 19:40:55.775205
3008,Los Angeles,Chicago,In Transit,2024-08-16 12:40:55.775209
3009,Phoenix,Houston,In Transit,2024-08-16 08:40:55.775213
3010,Phoenix,Los Angeles,Delayed,2024-08-16 09:40:55.775217
3011,New York,Los Angeles,Delivered,2024-08-16 11:40:55.775221
3012,Chicago,Phoenix,Delayed,2024-08-16 12:40:55.775226
3013,Phoenix,Los Angeles,Delayed,2024-08-16 17:40:55.775230
3014,Houston,Houston,Delayed,2024-08-16 17:40:55.775234
3015,Houston,Los Angeles,Delayed,2024-08-16 20:40:55.775238
3016,Houston,New York,Delivered,2024-08-16 15:40:55.775242
3017,Phoenix,Phoenix,Delayed,2024-08-17 00:40:55.775246
3018,Los Angeles,Los Angeles,Delayed,2024-08-16 21:40:55.775251
3019,Phoenix,Los Angeles,Delayed,2024-08-16 12:40:55.775255
3020,Phoenix,Phoenix,In Transit,2024-08-16 15:40:55.775259
3021,New York,New York,Delivered,2024-08-16 05:40:55.775263
3022,Chicago,Phoenix,Delayed,2024-08-16 11:40:55.775267
3023,Phoenix,Houston,In Transit,2024-08-16 16:40:55.775272
3024,Phoenix,Houston,Delivered,2024-08-17 00:40:55.775276
3025,Chicago,New York,Delayed,2024-08-16 15:40:55.775280
3026,Houston,Los Angeles,Delivered,2024-08-16 15:40:55.775284
3027,Chicago,Phoenix,Delivered,2024-08-16 11:40:55.775288
3028,Phoenix,Chicago,Delivered,2024-08-16 19:40:55.775292
3029,Los Angeles,New York,Delayed,2024-08-16 07:40:55.775297
3030,New York,Phoenix,Delayed,2024-08-16 06:40:55.775301
3031,New York,Phoenix,Delivered,2024-08-16 21:40:55.775305
3032,Chicago,New York,In Transit,2024-08-16 06:40:55.775309
3033,Chicago,Chicago,Delivered,2024-08-16 19:40:55.775313
3034,Houston,Houston,Delayed,2024-08-16 11:40:55.775318
3035,New York,Houston,Delayed,2024-08-16 18:40:55.775322
3036,Chicago,Los Angeles,Delayed,2024-08-16 19:40:55.775326
3037,Phoenix,Los Angeles,Delayed,2024-08-16 02:40:55.775330
3038,Phoenix,Houston,Delivered,2024-08-16 18:40:55.775334
3039,Los Angeles,Chicago,In Transit,2024-08-16 23:40:55.775338
3040,Los Angeles,New York,Delivered,2024-08-16 11:40:55.775344
3041,Chicago,Phoenix,Delayed,2024-08-16 06:40:55.775348
3042,Houston,Los Angeles,Delivered,2024-08-16 07:40:55.775352
3043,Houston,Houston,In Transit,2024-08-16 20:40:55.775356
3044,Houston,Phoenix,In Transit,2024-08-16 18:40:55.775361
3045,Houston,New York,Delivered,2024-08-16 08:40:55.775365
3046,New York,New York,In Transit,2024-08-16 22:40:55.775369
3047,Houston,Los Angeles,Delivered,2024-08-16 16:40:55.775373
3048,Los Angeles,Los Angeles,Delivered,2024-08-16 22:40:55.775377
3049,Los Angeles,Chicago,In Transit,2024-08-16 04:40:55.775382
3050,New York,New York,Delayed,2024-08-16 10:40:55.775386
3051,Chicago,Houston,Delivered,2024-08-16 16:40:55.775390
3052,Phoenix,New York,In Transit,2024-08-16 08:40:55.775394
3053,Los Angeles,New York,Delivered,2024-08-17 00:40:55.775398
3054,Los Angeles,Chicago,In Transit,2024-08-17 00:40:55.775402
3055,New York,New York,In Transit,2024-08-16 17:40:55.775406
3056,Los Angeles,Houston,Delivered,2024-08-16 02:40:55.775411
3057,Phoenix,Chicago,Delivered,2024-08-16 15:40:55.775415
3058,New York,New York,Delivered,2024-08-16 23:40:55.775419
3059,Houston,Los Angeles,Delayed,2024-08-16 14:40:55.775423
3060,Houston,Phoenix,Delayed,2024-08-16 12:40:55.775427
3061,Houston,New York,Delivered,2024-08-16 12:40:55.775431
3062,Phoenix,Houston,In Transit,2024-08-16 13:40:55.775435
3063,Chicago,Houston,Delivered,2024-08-16 11:40:55.775440
3064,Los Angeles,Los Angeles,In Transit,2024-08-16 14:40:55.775444
3065,Phoenix,New York,In Transit,2024-08-16 10:40:55.775448
3066,Chicago,New York,Delivered,2024-08-16 18:40:55.775452
3067,New York,New York,Delivered,2024-08-16 09:40:55.775457
3068,Phoenix,Houston,Delivered,2024-08-16 12:40:55.775461
3069,New York,Chicago,Delivered,2024-08-16 16:40:55.775465
3070,Chicago,Chicago,Delayed,2024-08-16 22:40:55.775469
3071,Phoenix,Los Angeles,Delivered,2024-08-16 02:40:55.775473
3072,Los Angeles,Houston,Delivered,2024-08-16 02:40:55.775478
3073,Chicago,Phoenix,In Transit,2024-08-16 13:40:55.775482
3074,Los Angeles,Los Angeles,Delayed,2024-08-16 07:40:55.775486
3075,New York,Chicago,In Transit,2024-08-16 02:40:55.775490
3076,Los Angeles,Phoenix,In Transit,2024-08-16 14:40:55.775494
3077,Phoenix,Los Angeles,In Transit,2024-08-16 04:40:55.775499
3078,Phoenix,Los Angeles,Delivered,2024-08-16 20:40:55.775503
3079,Houston,Houston,Delayed,2024-08-16 02:40:55.775507
3080,Los Angeles,New York,In Transit,2024-08-16 08:40:55.775511
3081,Houston,Chicago,In Transit,2024-08-16 13:40:55.775515
3082,Chicago,Chicago,Delayed,2024-08-17 00:40:55.775520
3083,New York,New York,In Transit,2024-08-16 20:40:55.775524
3084,Chicago,Phoenix,Delivered,2024-08-16 03:40:55.775528
3085,New York,Phoenix,In Transit,2024-08-16 11:40:55.775532
3086,Los Angeles,Phoenix,Delivered,2024-08-16 07:40:55.775537
3087,Phoenix,New York,Delayed,2024-08-16 06:40:55.775541
3088,Los Angeles,Houston,Delivered,2024-08-16 05:40:55.775545
3089,New York,Houston,Delayed,2024-08-16 15:40:55.775549
3090,Houston,Los Angeles,Delayed,2024-08-16 13:40:55.775553
3091,New York,Chicago,Delivered,2024-08-16 14:40:55.775557
3092,Houston,New York,In Transit,2024-08-16 11:40:55.775562
3093,Chicago,Houston,In Transit,2024-08-16 13:40:55.775566
3094,Phoenix,Chicago,In Transit,2024-08-16 15:40:55.775570
3095,Chicago,Phoenix,In Transit,2024-08-16 07:40:55.775574
3096,Los Angeles,New York,In Transit,2024-08-16 07:40:55.775578
3097,Houston,Chicago,Delivered,2024-08-16 22:40:55.775582
3098,Houston,Houston,Delayed,2024-08-16 22:40:55.775587
3099,Chicago,Phoenix,In Transit,2024-08-16 21:40:55.775591
3100,Phoenix,Los Angeles,Delayed,2024-08-16 11:40:55.775595
3101,Phoenix,Los Angeles,In Transit,2024-08-16 07:40:55.775599
3102,Chicago,Los Angeles,In Transit,2024-08-16 07:40:55.775604
3103,Phoenix,Houston,In Transit,2024-08-16 15:40:55.775608
3104,Los Angeles,New York,Delivered,2024-08-16 05:40:55.775612
3105,New York,Chicago,Delayed,2024-08-16 21:40:55.775616
3106,Houston,Houston,Delivered,2024-08-16 16:40:55.775620
3107,Houston,Chicago,Delayed,2024-08-16 21:40:55.775624
3108,Houston,Houston,In Transit,2024-08-17 00:40:55.775629
3109,New York,Phoenix,In Transit,2024-08-16 04:40:55.775633
3110,Los Angeles,Houston,In Transit,2024-08-16 12:40:55.775637
3111,Chicago,Los Angeles,Delivered,2024-08-17 00:40:55.775641
3112,Phoenix,New York,Delayed,2024-08-16 09:40:55.775645
3113,Phoenix,Chicago,Delayed,2024-08-16 06:40:55.775650
3114,New York,Phoenix,Delayed,2024-08-16 08:40:55.775654
3115,Houston,Los Angeles,Delivered,2024-08-16 06:40:55.775658
3116,Phoenix,Phoenix,Delayed,2024-08-16 10:40:55.775662
3117,Chicago,Chicago,Delayed,2024-08-16 02:40:55.775666
3118,Phoenix,Houston,Delivered,2024-08-16 17:40:55.775670
3119,Houston,New York,Delivered,2024-08-16 20:40:55.775675
3120,Chicago,Los Angeles,Delayed,2024-08-17 00:40:55.775679
3121,Houston,New York,Delayed,2024-08-16 05:40:55.775683
3122,Houston,Chicago,Delivered,2024-08-16 17:40:55.775687
3123,New York,Phoenix,Delivered,2024-08-17 00:40:55.775691
3124,Houston,New York,Delivered,2024-08-16 16:40:55.775698
3125,Chicago,Phoenix,Delivered,2024-08-16 12:40:55.775702
3126,New York,New York,Delivered,2024-08-16 20:40:55.775706
3127,New York,Chicago,Delivered,2024-08-16 06:40:55.775711
3128,Chicago,Phoenix,In Transit,2024-08-16 20:40:55.775715
3129,New York,New York,Delayed,2024-08-16 16:40:55.775719
3130,Chicago,New York,Delayed,2024-08-16 23:40:55.775723
3131,Phoenix,Chicago,Delayed,2024-08-16 02:40:55.775727
3132,New York,Phoenix,Delivered,2024-08-16 07:40:55.775732
3133,Phoenix,New York,In Transit,2024-08-16 06:40:55.775736
3134,New York,Los Angeles,Delayed,2024-08-16 10:40:55.775740
3135,Houston,Chicago,In Transit,2024-08-16 14:40:55.775744
3136,Chicago,New York,In Transit,2024-08-16 14:40:55.775748
3137,Houston,Chicago,Delivered,2024-08-16 07:40:55.775753
3138,Phoenix,Houston,Delayed,2024-08-16 11:40:55.775757
3139,Chicago,New York,In Transit,2024-08-16 03:40:55.775761
3140,Chicago,Los Angeles,Delivered,2024-08-16 18:40:55.775765
3141,Phoenix,Houston,Delayed,2024-08-16 17:40:55.775769
3142,Chicago,Chicago,Delivered,2024-08-16 08:40:55.775774
3143,Chicago,Phoenix,In Transit,2024-08-16 04:40:55.775778
3144,New York,Phoenix,Delayed,2024-08-16 04:40:55.775782
3145,Los Angeles,Chicago,Delayed,2024-08-17 00:40:55.775786
3146,Houston,Phoenix,Delayed,2024-08-16 02:40:55.775791
3147,Los Angeles,Phoenix,Delayed,2024-08-16 20:40:55.775795
3148,Chicago,Los Angeles,Delayed,2024-08-16 14:40:55.775799
3149,Los Angeles,Houston,Delivered,2024-08-16 17:40:55.775803
3150,New York,New York,Delayed,2024-08-16 23:40:55.775807
3151,Phoenix,Houston,Delivered,2024-08-16 12:40:55.775811
3152,Phoenix,Chicago,Delayed,2024-08-16 19:40:55.775816
3153,Los Angeles,Los Angeles,In Transit,2024-08-16 10:40:55.775820
3154,New York,Chicago,Delivered,2024-08-16 18:40:55.775824
3155,Phoenix,Houston,In Transit,2024-08-16 08:40:55.775828
3156,Los Angeles,Los Angeles,Delivered,2024-08-16 11:40:55.775833
3157,Los Angeles,Los Angeles,Delayed,2024-08-16 08:40:55.775837
3158,Houston,Houston,Delayed,2024-08-16 07:40:55.775841
3159,New York,New York,Delivered,2024-08-16 05:40:55.775845
3160,Houston,Houston,Delayed,2024-08-16 21:40:55.775849
3161,Los Angeles,Los Angeles,Delivered,2024-08-17 00:40:55.775853
3162,Houston,Los Angeles,Delivered,2024-08-16 03:40:55.775858
3163,Houston,New York,Delayed,2024-08-16 22:40:55.775862
3164,Los Angeles,New York,Delayed,2024-08-17 00:40:55.775866
3165,Phoenix,Chicago,Delayed,2024-08-16 04:40:55.775870
3166,Chicago,Chicago,Delivered,2024-08-17 00:40:55.775875
3167,Phoenix,Los Angeles,In Transit,2024-08-16 04:40:55.775879
3168,New York,Chicago,Delivered,2024-08-16 20:40:55.775883
3169,Phoenix,New York,Delivered,2024-08-16 05:40:55.775887
3170,Los Angeles,Chicago,Delayed,2024-08-16 04:40:55.775891
3171,Houston,Chicago,Delayed,2024-08-16 13:40:55.775895
3172,New York,Los Angeles,Delayed,2024-08-16 13:40:55.775899
3173,New York,Houston,In Transit,2024-08-16 03:40:55.775903
3174,New York,Houston,In Transit,2024-08-16 02:40:55.775908
3175,Houston,Phoenix,Delivered,2024-08-16 19:40:55.775912
3176,Phoenix,Phoenix,Delivered,2024-08-16 06:40:55.775916
3177,Houston,Los Angeles,Delivered,2024-08-16 03:40:55.775920
3178,Chicago,Los Angeles,In Transit,2024-08-16 03:40:55.775924
3179,New York,Houston,In Transit,2024-08-16 03:40:55.775928
3180,Los Angeles,Los Angeles,Delivered,2024-08-16 22:40:55.775932
3181,Houston,New York,Delivered,2024-08-16 14:40:55.775937
3182,New York,Los Angeles,Delayed,2024-08-16 12:40:55.775941
3183,Houston,Chicago,In Transit,2024-08-16 08:40:55.775945
3184,Houston,Los Angeles,Delivered,2024-08-16 07:40:55.775949
3185,Phoenix,Houston,Delivered,2024-08-16 23:40:55.775953
3186,Houston,New York,In Transit,2024-08-16 07:40:55.775957
3187,Los Angeles,Phoenix,Delayed,2024-08-16 10:40:55.775962
3188,Chicago,New York,Delayed,2024-08-16 10:40:55.775966
3189,Chicago,New York,In Transit,2024-08-16 07:40:55.775970
3190,Houston,Chicago,Delivered,2024-08-16 16:40:55.775974
3191,Houston,New York,In Transit,2024-08-16 19:40:55.775978
3192,Houston,Los Angeles,Delivered,2024-08-16 20:40:55.775983
3193,Chicago,Houston,In Transit,2024-08-16 02:40:55.775987
3194,Houston,New York,Delayed,2024-08-16 08:40:55.775991
3195,Phoenix,New York,Delivered,2024-08-16 23:40:55.775995
3196,Houston,Los Angeles,Delivered,2024-08-16 17:40:55.775999
3197,Los Angeles,New York,Delayed,2024-08-16 11:40:55.776003
3198,Los Angeles,Phoenix,Delayed,2024-08-16 06:40:55.776008
3199,Chicago,New York,Delayed,2024-08-16 17:40:55.776012
3200,Los Angeles,New York,Delivered,2024-08-16 16:40:55.776016
3201,Chicago,New York,Delayed,2024-08-17 00:40:55.776021
3202,Los Angeles,Phoenix,Delayed,2024-08-16 04:40:55.776025
3203,Chicago,Phoenix,Delivered,2024-08-16 19:40:55.776029
3204,New York,Phoenix,Delayed,2024-08-16 14:40:55.776033
3205,Los Angeles,Phoenix,In Transit,2024-08-16 17:40:55.776037
3206,Houston,New York,In Transit,2024-08-16 20:40:55.776041
3207,Chicago,Los Angeles,In Transit,2024-08-16 10:40:55.776046
3208,Chicago,Houston,Delayed,2024-08-16 22:40:55.776051
3209,Phoenix,Houston,Delivered,2024-08-17 00:40:55.776056
3210,New York,New York,Delayed,2024-08-16 11:40:55.776060
3211,New York,Chicago,In Transit,2024-08-16 17:40:55.776064
3212,Houston,Houston,Delayed,2024-08-16 20:40:55.776068
3213,Chicago,Phoenix,Delayed,2024-08-16 14:40:55.776072
3214,New York,Chicago,Delivered,2024-08-16 15:40:55.776077
3215,New York,Los Angeles,In Transit,2024-08-16 17:40:55.776081
3216,Phoenix,Chicago,In Transit,2024-08-16 06:40:55.776085
3217,Houston,Los Angeles,In Transit,2024-08-16 14:40:55.776089
3218,Houston,Chicago,Delayed,2024-08-16 12:40:55.776093
3219,New York,Houston,In Transit,2024-08-16 22:40:55.776097
3220,Los Angeles,Phoenix,Delayed,2024-08-16 17:40:55.776102
3221,Phoenix,Los Angeles,In Transit,2024-08-16 16:40:55.776106
3222,Los Angeles,Los Angeles,Delivered,2024-08-16 23:40:55.776110
3223,Phoenix,Chicago,In Transit,2024-08-16 17:40:55.776114
3224,Los Angeles,Phoenix,In Transit,2024-08-16 07:40:55.776118
3225,Houston,New York,Delivered,2024-08-16 16:40:55.776123
3226,Chicago,Los Angeles,Delayed,2024-08-16 23:40:55.776127
3227,Houston,Phoenix,In Transit,2024-08-16 15:40:55.776131
3228,New York,New York,In Transit,2024-08-16 09:40:55.776135
3229,Los Angeles,Los Angeles,Delivered,2024-08-16 05:40:55.776139
3230,New York,Phoenix,Delivered,2024-08-16 03:40:55.776144
3231,Houston,Los Angeles,Delayed,2024-08-16 17:40:55.776148
3232,Los Angeles,Houston,Delivered,2024-08-16 18:40:55.776152
